log_id,log_timestamp,sensor_id,sensor_type,sensor_battery_pct,sensor_signal,calibration_status,sensor_accuracy,batch_id,product_type,quantity_kg,batch_origin,batch_destination,required_temp_min,required_temp_max,shipment_id,vehicle_id,driver_id,port_airport,shipment_status,recorded_temp,recorded_humidity,gps_location,is_missing,is_noisy,is_imputed,original_temp,imputed_temp,anomaly_score,sensor_status,batch_compliance,shipment_risk_score
242769,2026-08-29 19:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.22,92.8,"GPS: 48.9500 N, -123.6500 W",0,0,0,-19.22,-19.22,0.05,NORMAL,CRITICAL,0.97
242770,2026-08-28 11:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.34,87.3,"GPS: 47.6000 N, -122.3000 W",0,0,0,5.34,5.34,0.05,NORMAL,CRITICAL,0.91
242771,2026-08-28 11:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.5,90.6,"GPS: 47.6100 N, -122.3100 W",0,0,0,5.5,5.5,0.05,NORMAL,CRITICAL,0.91
242772,2026-08-28 11:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.45,86.7,"GPS: 47.6200 N, -122.3200 W",0,0,0,5.45,5.45,0.05,NORMAL,CRITICAL,0.91
242773,2026-08-28 12:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.24,89.5,"GPS: 47.6300 N, -122.3300 W",0,0,0,2.24,2.24,0.05,NORMAL,CRITICAL,0.91
242774,2026-08-28 12:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.88,92.5,"GPS: 47.6400 N, -122.3400 W",0,0,0,4.88,4.88,0.05,NORMAL,CRITICAL,0.91
242775,2026-08-28 12:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,-1.03,89.5,"GPS: 47.6500 N, -122.3500 W",0,1,0,-1.03,-1.03,0.45,WARNING,CRITICAL,0.91
242776,2026-08-28 12:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.68,88.6,"GPS: 47.6600 N, -122.3600 W",0,0,0,5.68,5.68,0.05,NORMAL,CRITICAL,0.91
242777,2026-08-28 13:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.43,94.9,"GPS: 47.6700 N, -122.3700 W",0,0,0,4.43,4.43,0.05,NORMAL,CRITICAL,0.91
242778,2026-08-28 13:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.47,88.6,"GPS: 47.6800 N, -122.3800 W",0,0,0,4.47,4.47,0.05,NORMAL,CRITICAL,0.91
242779,2026-08-28 13:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.07,85.2,"GPS: 47.6900 N, -122.3900 W",0,0,0,3.07,3.07,0.05,NORMAL,CRITICAL,0.91
242780,2026-08-28 13:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.75,96.0,"GPS: 47.7000 N, -122.4000 W",0,0,0,4.75,4.75,0.05,NORMAL,CRITICAL,0.91
242781,2026-08-28 14:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.26,90.1,"GPS: 47.7100 N, -122.4100 W",0,0,0,2.26,2.26,0.05,NORMAL,CRITICAL,0.91
242782,2026-08-28 14:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.75,94.4,"GPS: 47.7200 N, -122.4200 W",0,0,0,2.75,2.75,0.05,NORMAL,CRITICAL,0.91
242783,2026-08-28 14:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.24,92.8,"GPS: 47.7300 N, -122.4300 W",0,0,0,3.24,3.24,0.05,NORMAL,CRITICAL,0.91
242784,2026-08-28 14:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.75,92.4,"GPS: 47.7400 N, -122.4400 W",0,0,0,4.75,4.75,0.05,NORMAL,CRITICAL,0.91
242785,2026-08-28 15:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.67,89.1,"GPS: 47.7500 N, -122.4500 W",0,0,0,4.67,4.67,0.05,NORMAL,CRITICAL,0.91
242786,2026-08-28 15:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.3,87.0,"GPS: 47.7600 N, -122.4600 W",0,0,0,5.3,5.3,0.05,NORMAL,CRITICAL,0.91
242787,2026-08-28 15:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,-30.74,93.6,"GPS: 47.7700 N, -122.4700 W",0,1,0,-30.74,-30.74,0.45,WARNING,CRITICAL,0.91
242788,2026-08-28 15:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.5,94.2,"GPS: 47.7800 N, -122.4800 W",0,0,0,2.5,2.5,0.05,NORMAL,CRITICAL,0.91
242789,2026-08-28 16:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.37,92.5,"GPS: 47.7900 N, -122.4900 W",0,0,0,4.37,4.37,0.05,NORMAL,CRITICAL,0.91
242790,2026-08-28 16:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.18,87.1,"GPS: 47.8000 N, -122.5000 W",0,0,0,5.18,5.18,0.05,NORMAL,CRITICAL,0.91
242791,2026-08-28 16:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.75,88.2,"GPS: 47.8100 N, -122.5100 W",0,0,0,5.75,5.75,0.05,NORMAL,CRITICAL,0.91
242792,2026-08-28 16:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.82,91.9,"GPS: 47.8200 N, -122.5200 W",0,0,0,2.82,2.82,0.05,NORMAL,CRITICAL,0.91
242793,2026-08-28 17:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.68,92.9,"GPS: 47.8300 N, -122.5300 W",0,0,0,2.68,2.68,0.05,NORMAL,CRITICAL,0.91
242794,2026-08-28 17:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.92,88.2,"GPS: 47.8400 N, -122.5400 W",0,0,0,2.92,2.92,0.05,NORMAL,CRITICAL,0.91
242795,2026-08-28 17:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.21,90.0,"GPS: 47.8500 N, -122.5500 W",0,0,0,5.21,5.21,0.05,NORMAL,CRITICAL,0.91
242796,2026-08-28 17:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.08,95.8,"GPS: 47.8600 N, -122.5600 W",0,0,0,3.08,3.08,0.05,NORMAL,CRITICAL,0.91
242797,2026-08-28 18:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.3,86.2,"GPS: 47.8700 N, -122.5700 W",0,0,0,4.3,4.3,0.05,NORMAL,CRITICAL,0.91
242798,2026-08-28 18:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.64,95.3,"GPS: 47.8800 N, -122.5800 W",0,0,0,3.64,3.64,0.05,NORMAL,CRITICAL,0.91
242799,2026-08-28 18:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.69,85.9,"GPS: 47.8900 N, -122.5900 W",0,0,0,4.69,4.69,0.05,NORMAL,CRITICAL,0.91
242800,2026-08-28 18:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.13,89.4,"GPS: 47.9000 N, -122.6000 W",0,0,0,3.13,3.13,0.05,NORMAL,CRITICAL,0.91
242801,2026-08-28 19:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.68,95.4,"GPS: 47.9100 N, -122.6100 W",0,0,0,4.68,4.68,0.05,NORMAL,CRITICAL,0.91
242802,2026-08-28 19:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.59,95.1,"GPS: 47.9200 N, -122.6200 W",0,0,0,3.59,3.59,0.05,NORMAL,CRITICAL,0.91
242803,2026-08-28 19:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.56,92.8,"GPS: 47.9300 N, -122.6300 W",0,0,0,3.56,3.56,0.05,NORMAL,CRITICAL,0.91
242804,2026-08-28 19:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.22,87.7,"GPS: 47.9400 N, -122.6400 W",0,0,0,4.22,4.22,0.05,NORMAL,CRITICAL,0.91
242805,2026-08-28 20:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.98,88.5,"GPS: 47.9500 N, -122.6500 W",0,0,0,4.98,4.98,0.05,NORMAL,CRITICAL,0.91
242806,2026-08-28 20:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.45,88.7,"GPS: 47.9600 N, -122.6600 W",0,0,0,2.45,2.45,0.05,NORMAL,CRITICAL,0.91
242807,2026-08-28 20:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.43,93.3,"GPS: 47.9700 N, -122.6700 W",0,0,0,2.43,2.43,0.05,NORMAL,CRITICAL,0.91
242808,2026-08-28 20:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.5,88.1,"GPS: 47.9800 N, -122.6800 W",0,0,0,5.5,5.5,0.05,NORMAL,CRITICAL,0.91
242809,2026-08-28 21:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.19,86.0,"GPS: 47.9900 N, -122.6900 W",0,0,0,3.19,3.19,0.05,NORMAL,CRITICAL,0.91
242810,2026-08-28 21:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.22,91.1,"GPS: 48.0000 N, -122.7000 W",0,0,0,5.22,5.22,0.05,NORMAL,CRITICAL,0.91
242811,2026-08-28 21:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.8,87.3,"GPS: 48.0100 N, -122.7100 W",0,0,0,5.8,5.8,0.05,NORMAL,CRITICAL,0.91
242812,2026-08-28 21:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.49,87.0,"GPS: 48.0200 N, -122.7200 W",0,0,0,2.49,2.49,0.05,NORMAL,CRITICAL,0.91
242813,2026-08-28 22:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.96,85.5,"GPS: 48.0300 N, -122.7300 W",0,0,0,3.96,3.96,0.05,NORMAL,CRITICAL,0.91
242814,2026-08-28 22:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.37,90.6,"GPS: 48.0400 N, -122.7400 W",0,0,0,5.37,5.37,0.05,NORMAL,CRITICAL,0.91
242815,2026-08-28 22:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.31,88.1,"GPS: 48.0500 N, -122.7500 W",0,0,0,4.31,4.31,0.05,NORMAL,CRITICAL,0.91
242816,2026-08-28 22:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.12,95.0,"GPS: 48.0600 N, -122.7600 W",0,0,0,5.12,5.12,0.05,NORMAL,CRITICAL,0.91
242817,2026-08-28 23:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,2.98,87.4,"GPS: 48.0700 N, -122.7700 W",0,0,0,2.98,2.98,0.05,NORMAL,CRITICAL,0.91
242818,2026-08-28 23:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.43,87.6,"GPS: 48.0800 N, -122.7800 W",0,0,0,3.43,3.43,0.05,NORMAL,CRITICAL,0.91
242819,2026-08-28 23:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.3,87.7,"GPS: 48.0900 N, -122.7900 W",0,0,0,3.3,3.3,0.05,NORMAL,CRITICAL,0.91
242820,2026-08-28 23:54 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.31,92.4,"GPS: 48.1000 N, -122.8000 W",0,0,0,4.31,4.31,0.05,NORMAL,CRITICAL,0.91
242821,2026-08-29 00:09 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,5.47,93.8,"GPS: 48.1100 N, -122.8100 W",0,0,0,5.47,5.47,0.05,NORMAL,CRITICAL,0.91
242822,2026-08-29 00:24 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,3.07,88.5,"GPS: 48.1200 N, -122.8200 W",0,0,0,3.07,3.07,0.05,NORMAL,CRITICAL,0.91
242823,2026-08-29 00:39 UTC,SNS-1002,IoT Multi-Sensor (Temp/Humidity/GPS),73,FAIR,VALID,98.88,BTC-SEA-5002,Maine Lobster (Live),2095.5,Portland Marine Terminal (OR),Seoul Incheon Cargo Terminal (ICN - South Korea),2.0,6.0,SHP-2026-102,TRK-202,DRV-102,Los Angeles Freight Gateway 3,AT_PORT,4.47,91.3,"GPS: 48.1300 N, -122.8300 W",0,0,0,4.47,4.47,0.05,NORMAL,CRITICAL,0.91
