route_id,shipment_id,event_type,timestamp,location,delay_minutes,route_status,notes
RTE-033-5,SHP-2026-133,Export Inspection Dock,2026-08-31 19:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-033-6,SHP-2026-133,Final Aircraft / Vessel Loading,2026-08-31 23:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-034-1,SHP-2026-134,Batch Creation,2026-08-31 03:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-034-2,SHP-2026-134,Cold Storage Exit & Loading,2026-08-31 04:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-034-3,SHP-2026-134,Transit Checkpoint Alpha,2026-08-31 08:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-034-4,SHP-2026-134,Port / Airport Logistics Ramp,2026-08-31 15:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-034-5,SHP-2026-134,Export Inspection Dock,2026-08-31 21:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-034-6,SHP-2026-134,Final Aircraft / Vessel Loading,2026-09-01 01:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-035-1,SHP-2026-135,Batch Creation,2026-08-31 05:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-035-2,SHP-2026-135,Cold Storage Exit & Loading,2026-08-31 06:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-035-3,SHP-2026-135,Transit Checkpoint Alpha,2026-08-31 10:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-035-4,SHP-2026-135,Port / Airport Logistics Ramp,2026-08-31 17:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-035-5,SHP-2026-135,Export Inspection Dock,2026-08-31 23:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-035-6,SHP-2026-135,Final Aircraft / Vessel Loading,2026-09-01 03:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-036-1,SHP-2026-136,Batch Creation,2026-08-31 07:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-036-2,SHP-2026-136,Cold Storage Exit & Loading,2026-08-31 08:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-036-3,SHP-2026-136,Transit Checkpoint Alpha,2026-08-31 12:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-036-4,SHP-2026-136,Port / Airport Logistics Ramp,2026-08-31 19:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-036-5,SHP-2026-136,Export Inspection Dock,2026-09-01 01:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-036-6,SHP-2026-136,Final Aircraft / Vessel Loading,2026-09-01 05:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-037-1,SHP-2026-137,Batch Creation,2026-08-31 09:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-037-2,SHP-2026-137,Cold Storage Exit & Loading,2026-08-31 10:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-037-3,SHP-2026-137,Transit Checkpoint Alpha,2026-08-31 14:09 UTC,Stage 3 Location,111,DELAYED,Traffic congestion causing 111 min delay
RTE-037-4,SHP-2026-137,Port / Airport Logistics Ramp,2026-08-31 21:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-037-5,SHP-2026-137,Export Inspection Dock,2026-09-01 03:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-037-6,SHP-2026-137,Final Aircraft / Vessel Loading,2026-09-01 07:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-038-1,SHP-2026-138,Batch Creation,2026-08-31 11:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-038-2,SHP-2026-138,Cold Storage Exit & Loading,2026-08-31 12:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-038-3,SHP-2026-138,Transit Checkpoint Alpha,2026-08-31 16:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-038-4,SHP-2026-138,Port / Airport Logistics Ramp,2026-08-31 23:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-038-5,SHP-2026-138,Export Inspection Dock,2026-09-01 05:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-038-6,SHP-2026-138,Final Aircraft / Vessel Loading,2026-09-01 09:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-039-1,SHP-2026-139,Batch Creation,2026-08-31 13:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-039-2,SHP-2026-139,Cold Storage Exit & Loading,2026-08-31 14:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-039-3,SHP-2026-139,Transit Checkpoint Alpha,2026-08-31 18:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-039-4,SHP-2026-139,Port / Airport Logistics Ramp,2026-09-01 01:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-039-5,SHP-2026-139,Export Inspection Dock,2026-09-01 07:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-039-6,SHP-2026-139,Final Aircraft / Vessel Loading,2026-09-01 11:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-040-1,SHP-2026-140,Batch Creation,2026-08-31 15:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-040-2,SHP-2026-140,Cold Storage Exit & Loading,2026-08-31 16:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-040-3,SHP-2026-140,Transit Checkpoint Alpha,2026-08-31 20:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-040-4,SHP-2026-140,Port / Airport Logistics Ramp,2026-09-01 03:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-040-5,SHP-2026-140,Export Inspection Dock,2026-09-01 09:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-040-6,SHP-2026-140,Final Aircraft / Vessel Loading,2026-09-01 13:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-041-1,SHP-2026-141,Batch Creation,2026-08-31 17:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-041-2,SHP-2026-141,Cold Storage Exit & Loading,2026-08-31 18:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-041-3,SHP-2026-141,Transit Checkpoint Alpha,2026-08-31 22:09 UTC,Stage 3 Location,117,DELAYED,Traffic congestion causing 117 min delay
RTE-041-4,SHP-2026-141,Port / Airport Logistics Ramp,2026-09-01 05:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-041-5,SHP-2026-141,Export Inspection Dock,2026-09-01 11:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-041-6,SHP-2026-141,Final Aircraft / Vessel Loading,2026-09-01 15:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-042-1,SHP-2026-142,Batch Creation,2026-08-31 19:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-042-2,SHP-2026-142,Cold Storage Exit & Loading,2026-08-31 20:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-042-3,SHP-2026-142,Transit Checkpoint Alpha,2026-09-01 00:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-042-4,SHP-2026-142,Port / Airport Logistics Ramp,2026-09-01 07:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-042-5,SHP-2026-142,Export Inspection Dock,2026-09-01 13:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-042-6,SHP-2026-142,Final Aircraft / Vessel Loading,2026-09-01 17:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-043-1,SHP-2026-143,Batch Creation,2026-08-31 21:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-043-2,SHP-2026-143,Cold Storage Exit & Loading,2026-08-31 22:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-043-3,SHP-2026-143,Transit Checkpoint Alpha,2026-09-01 02:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-043-4,SHP-2026-143,Port / Airport Logistics Ramp,2026-09-01 09:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-043-5,SHP-2026-143,Export Inspection Dock,2026-09-01 15:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-043-6,SHP-2026-143,Final Aircraft / Vessel Loading,2026-09-01 19:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-044-1,SHP-2026-144,Batch Creation,2026-08-31 23:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-044-2,SHP-2026-144,Cold Storage Exit & Loading,2026-09-01 00:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-044-3,SHP-2026-144,Transit Checkpoint Alpha,2026-09-01 04:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-044-4,SHP-2026-144,Port / Airport Logistics Ramp,2026-09-01 11:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-044-5,SHP-2026-144,Export Inspection Dock,2026-09-01 17:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-044-6,SHP-2026-144,Final Aircraft / Vessel Loading,2026-09-01 21:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-045-1,SHP-2026-145,Batch Creation,2026-09-01 01:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-045-2,SHP-2026-145,Cold Storage Exit & Loading,2026-09-01 02:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-045-3,SHP-2026-145,Transit Checkpoint Alpha,2026-09-01 06:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-045-4,SHP-2026-145,Port / Airport Logistics Ramp,2026-09-01 13:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-045-5,SHP-2026-145,Export Inspection Dock,2026-09-01 19:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-045-6,SHP-2026-145,Final Aircraft / Vessel Loading,2026-09-01 23:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-046-1,SHP-2026-146,Batch Creation,2026-09-01 03:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-046-2,SHP-2026-146,Cold Storage Exit & Loading,2026-09-01 04:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-046-3,SHP-2026-146,Transit Checkpoint Alpha,2026-09-01 08:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-046-4,SHP-2026-146,Port / Airport Logistics Ramp,2026-09-01 15:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-046-5,SHP-2026-146,Export Inspection Dock,2026-09-01 21:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-046-6,SHP-2026-146,Final Aircraft / Vessel Loading,2026-09-02 01:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-047-1,SHP-2026-147,Batch Creation,2026-09-01 05:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-047-2,SHP-2026-147,Cold Storage Exit & Loading,2026-09-01 06:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-047-3,SHP-2026-147,Transit Checkpoint Alpha,2026-09-01 10:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-047-4,SHP-2026-147,Port / Airport Logistics Ramp,2026-09-01 17:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-047-5,SHP-2026-147,Export Inspection Dock,2026-09-01 23:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-047-6,SHP-2026-147,Final Aircraft / Vessel Loading,2026-09-02 03:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-048-1,SHP-2026-148,Batch Creation,2026-09-01 07:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-048-2,SHP-2026-148,Cold Storage Exit & Loading,2026-09-01 08:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-048-3,SHP-2026-148,Transit Checkpoint Alpha,2026-09-01 12:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-048-4,SHP-2026-148,Port / Airport Logistics Ramp,2026-09-01 19:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-048-5,SHP-2026-148,Export Inspection Dock,2026-09-02 01:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-048-6,SHP-2026-148,Final Aircraft / Vessel Loading,2026-09-02 05:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-049-1,SHP-2026-149,Batch Creation,2026-09-01 09:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-049-2,SHP-2026-149,Cold Storage Exit & Loading,2026-09-01 10:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-049-3,SHP-2026-149,Transit Checkpoint Alpha,2026-09-01 14:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-049-4,SHP-2026-149,Port / Airport Logistics Ramp,2026-09-01 21:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-049-5,SHP-2026-149,Export Inspection Dock,2026-09-02 03:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-049-6,SHP-2026-149,Final Aircraft / Vessel Loading,2026-09-02 07:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-050-1,SHP-2026-150,Batch Creation,2026-09-01 11:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-050-2,SHP-2026-150,Cold Storage Exit & Loading,2026-09-01 12:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-050-3,SHP-2026-150,Transit Checkpoint Alpha,2026-09-01 16:09 UTC,Stage 3 Location,101,DELAYED,Traffic congestion causing 101 min delay
RTE-050-4,SHP-2026-150,Port / Airport Logistics Ramp,2026-09-01 23:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-050-5,SHP-2026-150,Export Inspection Dock,2026-09-02 05:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-050-6,SHP-2026-150,Final Aircraft / Vessel Loading,2026-09-02 09:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-051-1,SHP-2026-151,Batch Creation,2026-09-01 13:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-051-2,SHP-2026-151,Cold Storage Exit & Loading,2026-09-01 14:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-051-3,SHP-2026-151,Transit Checkpoint Alpha,2026-09-01 18:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-051-4,SHP-2026-151,Port / Airport Logistics Ramp,2026-09-02 01:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-051-5,SHP-2026-151,Export Inspection Dock,2026-09-02 07:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-051-6,SHP-2026-151,Final Aircraft / Vessel Loading,2026-09-02 11:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-052-1,SHP-2026-152,Batch Creation,2026-09-01 15:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-052-2,SHP-2026-152,Cold Storage Exit & Loading,2026-09-01 16:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-052-3,SHP-2026-152,Transit Checkpoint Alpha,2026-09-01 20:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-052-4,SHP-2026-152,Port / Airport Logistics Ramp,2026-09-02 03:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-052-5,SHP-2026-152,Export Inspection Dock,2026-09-02 09:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-052-6,SHP-2026-152,Final Aircraft / Vessel Loading,2026-09-02 13:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-053-1,SHP-2026-153,Batch Creation,2026-09-01 17:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-053-2,SHP-2026-153,Cold Storage Exit & Loading,2026-09-01 18:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-053-3,SHP-2026-153,Transit Checkpoint Alpha,2026-09-01 22:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-053-4,SHP-2026-153,Port / Airport Logistics Ramp,2026-09-02 05:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-053-5,SHP-2026-153,Export Inspection Dock,2026-09-02 11:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-053-6,SHP-2026-153,Final Aircraft / Vessel Loading,2026-09-02 15:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-054-1,SHP-2026-154,Batch Creation,2026-09-01 19:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-054-2,SHP-2026-154,Cold Storage Exit & Loading,2026-09-01 20:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-054-3,SHP-2026-154,Transit Checkpoint Alpha,2026-09-02 00:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-054-4,SHP-2026-154,Port / Airport Logistics Ramp,2026-09-02 07:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-054-5,SHP-2026-154,Export Inspection Dock,2026-09-02 13:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-054-6,SHP-2026-154,Final Aircraft / Vessel Loading,2026-09-02 17:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-055-1,SHP-2026-155,Batch Creation,2026-09-01 21:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-055-2,SHP-2026-155,Cold Storage Exit & Loading,2026-09-01 22:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-055-3,SHP-2026-155,Transit Checkpoint Alpha,2026-09-02 02:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-055-4,SHP-2026-155,Port / Airport Logistics Ramp,2026-09-02 09:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-055-5,SHP-2026-155,Export Inspection Dock,2026-09-02 15:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-055-6,SHP-2026-155,Final Aircraft / Vessel Loading,2026-09-02 19:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-056-1,SHP-2026-156,Batch Creation,2026-09-01 23:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-056-2,SHP-2026-156,Cold Storage Exit & Loading,2026-09-02 00:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-056-3,SHP-2026-156,Transit Checkpoint Alpha,2026-09-02 04:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-056-4,SHP-2026-156,Port / Airport Logistics Ramp,2026-09-02 11:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-056-5,SHP-2026-156,Export Inspection Dock,2026-09-02 17:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-056-6,SHP-2026-156,Final Aircraft / Vessel Loading,2026-09-02 21:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-057-1,SHP-2026-157,Batch Creation,2026-09-02 01:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-057-2,SHP-2026-157,Cold Storage Exit & Loading,2026-09-02 02:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-057-3,SHP-2026-157,Transit Checkpoint Alpha,2026-09-02 06:09 UTC,Stage 3 Location,117,DELAYED,Traffic congestion causing 117 min delay
RTE-057-4,SHP-2026-157,Port / Airport Logistics Ramp,2026-09-02 13:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-057-5,SHP-2026-157,Export Inspection Dock,2026-09-02 19:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-057-6,SHP-2026-157,Final Aircraft / Vessel Loading,2026-09-02 23:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-058-1,SHP-2026-158,Batch Creation,2026-09-02 03:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-058-2,SHP-2026-158,Cold Storage Exit & Loading,2026-09-02 04:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-058-3,SHP-2026-158,Transit Checkpoint Alpha,2026-09-02 08:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-058-4,SHP-2026-158,Port / Airport Logistics Ramp,2026-09-02 15:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-058-5,SHP-2026-158,Export Inspection Dock,2026-09-02 21:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-058-6,SHP-2026-158,Final Aircraft / Vessel Loading,2026-09-03 01:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-059-1,SHP-2026-159,Batch Creation,2026-09-02 05:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-059-2,SHP-2026-159,Cold Storage Exit & Loading,2026-09-02 06:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-059-3,SHP-2026-159,Transit Checkpoint Alpha,2026-09-02 10:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-059-4,SHP-2026-159,Port / Airport Logistics Ramp,2026-09-02 17:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-059-5,SHP-2026-159,Export Inspection Dock,2026-09-02 23:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-059-6,SHP-2026-159,Final Aircraft / Vessel Loading,2026-09-03 03:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-060-1,SHP-2026-160,Batch Creation,2026-09-02 07:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-060-2,SHP-2026-160,Cold Storage Exit & Loading,2026-09-02 08:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-060-3,SHP-2026-160,Transit Checkpoint Alpha,2026-09-02 12:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-060-4,SHP-2026-160,Port / Airport Logistics Ramp,2026-09-02 19:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-060-5,SHP-2026-160,Export Inspection Dock,2026-09-03 01:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-060-6,SHP-2026-160,Final Aircraft / Vessel Loading,2026-09-03 05:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-061-1,SHP-2026-161,Batch Creation,2026-09-02 09:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-061-2,SHP-2026-161,Cold Storage Exit & Loading,2026-09-02 10:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-061-3,SHP-2026-161,Transit Checkpoint Alpha,2026-09-02 14:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-061-4,SHP-2026-161,Port / Airport Logistics Ramp,2026-09-02 21:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-061-5,SHP-2026-161,Export Inspection Dock,2026-09-03 03:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-061-6,SHP-2026-161,Final Aircraft / Vessel Loading,2026-09-03 07:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-062-1,SHP-2026-162,Batch Creation,2026-09-02 11:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-062-2,SHP-2026-162,Cold Storage Exit & Loading,2026-09-02 12:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-062-3,SHP-2026-162,Transit Checkpoint Alpha,2026-09-02 16:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-062-4,SHP-2026-162,Port / Airport Logistics Ramp,2026-09-02 23:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-062-5,SHP-2026-162,Export Inspection Dock,2026-09-03 05:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-062-6,SHP-2026-162,Final Aircraft / Vessel Loading,2026-09-03 09:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-063-1,SHP-2026-163,Batch Creation,2026-09-02 13:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-063-2,SHP-2026-163,Cold Storage Exit & Loading,2026-09-02 14:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-063-3,SHP-2026-163,Transit Checkpoint Alpha,2026-09-02 18:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-063-4,SHP-2026-163,Port / Airport Logistics Ramp,2026-09-03 01:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-063-5,SHP-2026-163,Export Inspection Dock,2026-09-03 07:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-063-6,SHP-2026-163,Final Aircraft / Vessel Loading,2026-09-03 11:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-064-1,SHP-2026-164,Batch Creation,2026-09-02 15:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-064-2,SHP-2026-164,Cold Storage Exit & Loading,2026-09-02 16:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-064-3,SHP-2026-164,Transit Checkpoint Alpha,2026-09-02 20:09 UTC,Stage 3 Location,0,ON_TIME,Normal transit progression
RTE-064-4,SHP-2026-164,Port / Airport Logistics Ramp,2026-09-03 03:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-064-5,SHP-2026-164,Export Inspection Dock,2026-09-03 09:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-064-6,SHP-2026-164,Final Aircraft / Vessel Loading,2026-09-03 13:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-065-1,SHP-2026-165,Batch Creation,2026-09-02 17:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-065-2,SHP-2026-165,Cold Storage Exit & Loading,2026-09-02 18:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
RTE-065-3,SHP-2026-165,Transit Checkpoint Alpha,2026-09-02 22:09 UTC,Stage 3 Location,108,DELAYED,Traffic congestion causing 108 min delay
RTE-065-4,SHP-2026-165,Port / Airport Logistics Ramp,2026-09-03 05:09 UTC,Stage 4 Location,0,ON_TIME,Normal transit progression
RTE-065-5,SHP-2026-165,Export Inspection Dock,2026-09-03 11:09 UTC,Stage 5 Location,0,ON_TIME,Normal transit progression
RTE-065-6,SHP-2026-165,Final Aircraft / Vessel Loading,2026-09-03 15:09 UTC,Stage 6 Location,0,SCHEDULED,Normal transit progression
RTE-066-1,SHP-2026-166,Batch Creation,2026-09-02 19:09 UTC,Stage 1 Location,0,COMPLETED,Normal transit progression
RTE-066-2,SHP-2026-166,Cold Storage Exit & Loading,2026-09-02 20:09 UTC,Stage 2 Location,0,COMPLETED,Normal transit progression
